Stock,Price,Beta,Volume,Avg 3 Month Vol,Market Cap,P/E,EPS,MR This Week,MR Last Week,Change,Mean Target,Median Target,High Target,Low Target,Num Brokers
NSTG,17.08,N/A,"63,590","55,764",249.64M,N/A,-8.11,1.5,1.5,0.0,16.50,16.00,20.00,14.00,4
HBOS,18.89,0.57,"34,308","20,816",139.24M,13.86,1.36,2.0,2.0,0.0,20.00,20.00,20.00,20.00,1
PSTI,3.58,1.17,"157,894","147,011",214.38M,N/A,-0.38,2.0,2.0,0.0,5.10,5.00,8.00,3.00,5
ODFL,52.54,1.32,"342,765","589,022",4.53B,22.84,2.30,2.2,2.2,0.0,53.60,55.00,59.00,47.00,15
WILC,8.26,0.51,"34,239","31,060",107.17M,12.29,0.67,1.0,1.0,0.0,10.00,10.00,10.00,10.00,1
ENZN,1.14,1.08,"865,932","375,248",50.24M,6.75,0.17,1.0,1.0,0.0,14.00,14.00,14.00,14.00,1
RFIL,6.84,0.98,"3,118,647","280,436",53.74M,11.92,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EGBN,30.21,1.1,"64,049","73,959",779.45M,17.75,1.70,1.8,1.8,0.0,32.00,32.00,34.00,30.00,6
DAIO,2.75,0.58,"2,095","17,991",21.41M,N/A,-0.56,1.0,1.0,0.0,2.64,2.64,2.64,2.64,1
CME,79.20,1.04,"1,343,255","1,652,670",26.56B,27.78,2.85,2.3,2.3,0.0,81.43,82.00,90.00,70.00,16
ORM,12.43,N/A,"8,478","5,494",135.91M,517.92,0.02
CHKP,64.29,0.99,"849,843","1,014,540",12.53B,20.51,3.13,2.0,2.0,0.0,66.63,67.00,75.00,52.00,23
ASEI,72.89,1.74,"61,245","28,692",570.00M,35.52,2.05,2.5,2.5,0.0,63.00,62.50,75.00,52.00,4
HMTV,11.78,N/A,"14,224","67,676",520.38M,"2,945.00",0.00,2.0,2.0,0.0,18.00,18.00,18.00,18.00,1
PCO,1.91,1.69,"125,581","329,278",496.69M,N/A,-0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IOSP,45.64,2.09,"110,474","87,637",1.08B,17.75,2.57,1.8,1.8,0.0,49.50,49.00,54.00,46.00,4
CHKE,13.75,0.99,"8,473","17,597",115.54M,18.63,0.74,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0
CMT,13.35,1.33,"27,382","16,124",97.70M,13.48,0.99,1.0,1.0,0.0,6.91,6.91,6.91,6.91,1
ESIO,10.27,1.36,"39,585","110,513",308.28M,N/A,-2.19,2.3,2.3,0.0,14.00,14.00,14.00,14.00,3
GALTW,4.53,N/A,140,"6,040",0,0,0,0,0,0
FEIC,88.99,1.73,"184,296","181,617",3.72B,31.93,2.79,2.1,2.0,0.1,76.71,81.00,84.00,55.00,7
LACO,4.15,-1.08,"78,505","43,957",110.14M,5.18,0.80,2.0,2.0,0.0,4.00,4.00,4.00,4.00,1
VONV,81.69,1.16B,"10,947","9,929",0,0,0,0,0,0
SGRP,1.83,0.04,"5,458","8,959",37.56M,23.77,0.08,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
FEIM,11.74,0.44,"9,110","8,541",100.15M,28.56,0.41,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
FLWS,5.22,1.89,"304,884","236,560",336.00M,27.19,0.19,1.8,1.8,0.0,7.38,7.50,8.00,6.50,4
SNBC,3.50,1.34,"52,469","142,741",302.97M,N/A,-0.31,2.7,2.7,0.0,3.92,4.25,5.00,2.50,3
FNGN,68.41,1.65,"260,703","351,711",3.45B,129.08,0.53,2.0,2.0,0.0,66.25,67.00,75.00,56.00,4
BPFHW,5.75,N/A,500,"1,043",0,0,0,0,0,0
ORIT,15.84,0.36,"92,762","143,440",671.54M,16.85,0.94,2.8,2.8,0.0,17.38,17.25,18.50,16.50,4
VONG,87.18,1.38B,"18,351","16,646",0,0,0,0,0,0
CENTA,6.65,1.76,"115,016","162,141",327.74M,N/A,-0.04,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
FSLR,56.74,2.02,"4,120,834","5,060,960",5.64B,11.79,4.81,2.9,2.9,0.0,46.54,48.00,70.00,20.00,16
MTEX,17.00,0.06,"13,360","12,300",45.10M,51.52,0.33,N/A,N/A,N/A,20.00,20.00,20.00,20.00,1
DIOD,22.95,1.79,"154,452","286,086",1.07B,44.91,0.51,1.7,1.7,0.0,28.33,28.00,32.00,25.00,9
LTBR,1.67,1.72,"113,350","12,818",25.14M,N/A,-0.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRMN,46.58,0.63,"2,497,576","1,184,470",9.09B,15.84,2.94,2.7,2.7,0.0,47.78,48.00,59.00,33.50,11
SCMP,9.12,1.75,"99,782","152,275",381.80M,21.51,0.42,2.5,2.5,0.0,9.50,9.00,14.00,6.00,4
WGA,1.84,0.36,"32,137","25,964",21.54M,26.28,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SVA,6.00,0.37,"140,434","253,833",332.41M,N/A,-0.05,2.5,2.5,0.0,6.75,6.75,7.00,6.50,2
CUNB,17.50,0.45,"13,004","21,437",193.76M,21.66,0.81,3.0,3.0,0.0,19.50,19.00,21.00,19.00,4
PNQI,67.38,N/A,"70,393","69,238",0,0,0,0,0,0
DSS,2.08,1.66,"491,106","942,125",102.40M,N/A,-0.14,2.0,2.0,0.0,4.00,4.00,4.00,4.00,1
TWIN,26.69,2.05,"9,066","19,518",300.69M,78.50,0.34,3.0,3.0,0.0,26.00,26.00,26.00,26.00,2
ABFS,33.82,1.45,"426,885","493,981",870.19M,N/A,-0.11,2.8,2.8,0.0,34.30,34.00,46.00,24.00,10
PEBO,22.34,1.13,"12,804","22,038",241.50M,14.70,1.52,2.0,2.0,0.0,25.33,26.00,26.00,24.00,3
CHUY,36.72,1.161,"78,601","141,989",601.47M,54.89,0.67,2.6,2.6,0.0,40.25,41.00,45.00,34.00,4
RIVR,25.74,0.15,"2,822",925,39.36M,8.11,3.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWC,3.42,1.46,"43,391","30,518",46.44M,34.20,0.10,3.0,3.0,0.0,7.00,7.00,7.00,7.00,1
ALOG,86.27,1.14,"103,922","59,960",1.07B,46.94,1.84,2.3,2.3,0.0,99.67,97.00,105.00,97.00,3
INS,1.69,0.34,"9,506","16,251",15.12M,10.55,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MU,20.97,2.05,"34,637,031","43,399,500",22.06B,18.56,1.13,2.5,2.4,0.1,23.13,23.50,31.00,12.00,28
INO,2.50,3.2,"15,456,715","4,299,240",520.94M,N/A,-0.31,2.0,2.0,0.0,3.00,3.00,3.50,2.50,4
NDAQ,39.78,1.05,"1,222,295","1,158,640",6.67B,20.51,1.94,2.4,2.4,0.0,39.70,40.00,46.00,32.00,15
ALOT,12.87,0.66,"1,603","7,900",96.68M,10.88,1.18,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0
PLMT,13.13,0.21,"8,970","5,868",166.27M,5.83,2.25
SPLK,70.98,N/A,"736,720","1,266,450",7.61B,N/A,-0.51,2.3,2.3,0.0,70.70,72.00,80.00,41.00,23
HWBK,12.10,-0.88,"1,570","3,221",60.89M,13.57,0.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMXX,1.11,1.29,"131,656","76,311",81.00M,N/A,-0.32
GLO,12.95,N/A,"142,425","108,311",0,0,0,0,0,0
EPAX,4.72,1.09,"17,940","36,965",80.16M,N/A,-0.68,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
EPAY,35.19,2.12,"159,045","235,490",1.28B,N/A,-0.58,2.0,2.0,0.0,35.50,36.00,41.00,28.00,7
ASRV,3.06,0.96,"4,696","11,478",57.48M,15.38,0.20,N/A,N/A,N/A,5.19,5.19,5.19,5.19,1
FSBK,7.81,0.74,"20,270","13,219",76.05M,N/A,-0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMGN,114.47,0.36,"2,075,841","2,963,140",86.32B,18.16,6.30,2.4,2.4,0.0,127.05,128.50,143.00,109.00,22
APAGF,15.25,2.31,"15,499","24,694",448.98M,19.11,0.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FSBW,17.10,-0.089,524,"6,279",51.74M,10.95,1.56
DOX,41.17,0.96,"652,476","1,068,690",6.59B,16.27,2.53,2.4,2.5,41.70,41.00,46.00,39.00,10
COST,117.29,0.4,"1,293,522","1,846,040",51.57B,25.29,4.64,2.2,2.2,0.0,124.04,128.00,143.00,90.00,23
HURN,61.20,1.05,"65,552","140,519",1.37B,22.08,2.77,1.3,1.3,0.0,65.20,65.00,69.00,63.00,5
EBIX,14.37,2.17,"277,816","452,221",545.90M,7.76,1.85,2.0,2.0,0.0,17.00,17.00,17.00,17.00,1
HURC,25.20,2.21,"32,197","13,756",162.92M,15.86,1.59,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
GLQ,15.47,N/A,"60,631","39,421",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRDX,24.53,1.66,"91,964","55,281",336.92M,23.82,1.03,1.0,1.0,0.0,28.75,28.00,31.25,27.00,3
EDUC,3.41,0.35,"5,762","5,568",13.54M,31.00,0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AKG,1.67,1.31,"81,775","103,849",142.02M,N/A,-0.08,2.5,2.5,0.0,2.98,2.82,3.77,2.35,3
GLU,19.61,0.5,"8,700","10,884",80.97M,11.78,1.67
GLV,15.34,N/A,"21,682","30,376",0,0,0,0,0,0
ORIG,19.30,1,"418,173","432,825",2.54B,N/A,-0.36,2.1,2.1,0.0,22.97,22.50,29.00,15.90,16
CNMD,42.41,1.28,"498,011","124,938",1.17B,32.85,1.29,2.0,2.0,0.0,40.80,42.00,45.00,34.00,5
DTSI,23.67,1.63,"47,291","73,589",430.56M,N/A,-0.10,2.9,2.9,0.0,18.88,20.25,21.00,14.00,4
LOJN,4.28,1.54,"69,430","83,333",75.82M,N/A,-0.00,1.0,1.0,0.0,6.00,6.00,6.00,6.00,1
ZOOM,4.55,2.7,"20,650","133,381",13.69M,N/A,-17.74,N/A,N/A,N/A,8.00,8.00,8.00,8.00,1
XXIA,12.80,2.17,"291,315","607,829",974.78M,37.10,0.35,2.4,2.4,0.0,17.25,17.00,19.00,16.00,4
MSON,5.84,0.13,"5,444","12,468",42.03M,N/A,-0.11,1.0,1.0,0.0,8.50,8.50,8.50,8.50,1
POWL,67.01,0.44,"16,737","30,821",802.04M,19.09,3.51,2.4,2.4,0.0,73.33,72.00,80.00,68.00,3
SCHN,32.09,2.06,"272,753","237,659",842.46M,N/A,-10.56,3.6,3.6,0.0,26.67,26.50,34.00,20.00,6
CISG,5.87,1.42,"64,571","103,862",293.17M,20.45,0.29,1.5,1.5,0.0,9.85,9.85,11.69,8.00,2
GIFI,22.26,2.31,"33,235","34,762",322.12M,157.87,0.14,2.6,2.6,0.0,26.67,27.00,29.00,24.00,3
ELLO,10.30,0.63,"3,028","13,503",109.79M,9.42,1.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTHR,4.92,0.29,"45,860","92,554",98.97M,36.18,0.14,N/A,N/A,N/A,1.50,1.50,1.50,1.50,1
MNOV,2.15,1.54,"9,150","20,343",48.15M,N/A,-0.51,1.0,1.0,0.0,6.00,6.00,6.00,6.00,1
SUSQ,12.65,1.76,"893,889","1,468,410",2.37B,13.62,0.93,3.0,3.0,0.0,13.00,13.00,13.50,12.50,10
LTRX,1.55,0.43,"43,436","38,479",22.60M,N/A,-0.18,2.0,2.0,0.0,3.00,3.00,3.00,3.00,1
VPFG,27.13,0.82,"141,728","192,611",1.04B,29.55,0.92,2.4,2.4,0.0,26.14,26.00,29.00,24.00,7
KNDI,13.29,0.7,"4,016,539","1,645,470",491.44M,N/A,-0.13,N/A,N/A,N/A,4.59,4.59,4.59,4.59,1
OPTT,2.03,2.19,"238,196","527,083",23.62M,N/A,-1.22,1.0,1.0,0.0,5.00,5.00,5.00,5.00,1
CBPO,28.11,1.61,"59,715","27,130",718.86M,15.13,1.86,3.0,3.0,0.0,28.00,28.00,28.00,28.00,1
MPB,14.35,0.19,"1,105","3,171",50.12M,11.48,1.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZAZA,0.94,N/A,"117,265","247,883",100.76M,N/A,-1.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACPW,3.26,0.94,"45,280","89,306",63.12M,N/A,-0.06,3.0,3.0,0.0,3.00,3.00,3.00,3.00,1
CATYW,8.29,N/A,0,N/A,0,0,0,0,0,0
RCMT,6.92,0.75,"9,078","16,435",85.57M,18.45,0.38,1.0,1.0,0.0,2.50,2.50,2.50,2.50,1
MMV,12.35,N/A,704,"14,359",0,0,0,0,0,0
INUV,1.31,1.1,"38,237","149,049",30.51M,N/A,-0.01,3.0,3.0,0.0,2.50,2.50,2.50,2.50,1
GNCMA,11.44,1.65,"285,766","127,194",462.86M,28.18,0.41,1.7,1.7,0.0,12.67,12.00,15.00,11.00,3
SBI,9.15,N/A,"22,966","36,270",0,0,0,0,0,0
MGYR,7.68,0.88,100,"1,151",44.63M,170.67,0.05
QUIK,4.45,2.18,"1,064,393","436,883",199.31M,N/A,-0.26,2.0,2.0,0.0,5.25,5.25,5.50,5.00,2
HSON,4.13,2.24,"16,934","58,633",133.46M,N/A,-0.60,2.3,2.3,0.0,4.00,4.00,5.00,3.00,3
ERW,53.03,N/A,1,176,0,0,0,0,0,0
FFNW,10.35,0.41,"24,920","50,087",165.37M,8.09,1.28,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
ERS,3.50,0.87,"1,893","3,544",30.02M,10.61,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FMBI,17.52,1.96,"254,947","320,195",1.32B,17.91,0.98,2.5,2.5,0.0,17.62,18.00,19.00,14.60,9
EEFT,47.96,1.4,"456,840","247,162",2.41B,38.00,1.26,2.2,1.8,0.4,50.00,48.00,56.00,46.00,3
ERB,3.48,1.39,"931,608","163,013",151.93M,N/A,-0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAA,0.62,1.63,"782,883","757,373",156.30M,23.85,0.03,2.3,2.3,0.0,1.04,0.94,1.32,0.85,3
NSU,3.34,0.65,"416,938","527,898",665.69M,18.25,0.18,1.8,1.8,0.0,4.61,4.60,5.18,4.05,6
ERH,11.84,N/A,"17,979","26,598",0,0,0,0,0,0
FFNM,5.06,0.75,824,"2,930",14.60M,N/A,-0.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNCN,16.99,0.81,"59,085","46,095",451.41M,25.25,0.67,1.8,1.8,0.0,18.88,18.75,20.00,18.00,4
ADEP,17.21,1.68,"453,607","281,859",188.95M,N/A,-1.03,1.7,1.7,0.0,12.50,12.50,14.00,11.00,2
CAMT,4.45,2.84,"2,537,128","1,970,060",133.70M,N/A,-0.13,2.0,2.0,0.0,2.50,2.50,2.50,2.50,1
QLTY,14.62,2.23,"816,714","266,278",386.87M,N/A,-0.51,1.8,1.8,0.0,14.72,15.00,19.00,11.00,9
ADES,54.75,0.28,"73,688","100,938",553.85M,N/A,-0.91,1.5,1.5,0.0,58.80,60.00,70.00,49.00,5
SBRAP,23.49,N/A,"4,650","7,352",889.88M,46.06,0.51
BJRI,31.33,1.03,"386,473","411,924",884.35M,32.98,0.95,2.5,2.5,0.0,37.77,36.00,55.00,31.00,13
MDCI,8.05,2.88,"153,342","82,149",131.94M,N/A,-3.27,1.0,1.0,0.0,7.00,7.00,7.00,7.00,1
SIFY,2.22,3.61,"750,566","235,014",297.35M,79.29,0.03,N/A,N/A,N/A,5.00,5.00,5.00,5.00,1
FBNK,15.69,0.31,"18,496","31,879",239.24M,44.32,0.35,2.5,2.5,0.0,17.00,17.00,17.00,17.00,1
QLTI,5.61,0.19,"30,475","127,168",286.56M,N/A,-0.57,2.3,2.3,0.0,6.25,6.00,7.25,5.50,3
CELG,169.81,0.91,"1,590,379","2,698,500",69.97B,48.89,3.47,1.6,1.6,0.0,179.32,180.00,210.00,99.00,25
VNRAP,25.91,N/A,"16,794","6,548",2.02B,N/A,-2.13
FBNC,16.61,1.39,"16,695","28,298",326.87M,N/A,-0.64,2.3,2.3,0.0,16.88,16.88,17.25,16.50,2
WETF,17.66,2.07,"1,140,041","1,516,070",2.25B,60.90,0.29,2.4,2.4,0.0,16.17,16.00,18.00,15.00,9
UWN,1.35,1.75,"36,800","34,570",21.78M,31.40,0.04,N/A,N/A,N/A,2.00,2.00,2.00,2.00,1
USATP,19.00,N/A,0,237,0,0,0,0,0,0
NEOG,44.34,1.11,"126,067","130,176",1.62B,58.57,0.76,3.0,3.0,0.0,41.67,40.33,48.00,38.00,4
STB,6.20,0.88,"93,603","111,583",506.73M,200.00,0.03,2.4,2.4,0.0,6.90,6.63,8.00,6.36,4
NEON,7.02,-0.03,"660,657","462,017",266.25M,N/A,-0.36,2.0,2.0,0.0,11.50,11.50,13.00,10.00,2
WLFC,16.86,0.56,"18,870","19,314",142.11M,16.89,1.00,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
FDUS,21.43,N/A,"61,951","71,191",0,0,0,0,0,0,1.5,1.5,0.0,22.00,22.00,23.00,21.00,3
XNPT,6.26,0.94,"943,434","524,164",298.83M,N/A,-1.36,2.4,2.4,0.0,7.25,6.50,12.00,2.00,6
STS,6.41,0.93,"41,164","41,056",104.44M,20.41,0.31,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0
AGNCP,25.39,N/A,"19,347","19,364",9.76B,4.37,5.81
HYGS,20.35,0.43,"124,749","50,929",182.70M,N/A,-1.10,1.6,1.6,0.0,18.13,16.75,25.00,14.00,4
STX,56.82,3.13,"3,049,357","3,486,660",18.53B,12.55,4.53,2.7,2.6,0.1,53.70,52.00,70.00,42.00,23
PFMT,10.95,N/A,"495,116","299,729",527.33M,15.64,0.70,1.6,1.6,0.0,12.75,13.00,14.00,10.50,6
TFM,40.72,0.18,"914,700","860,041",1.97B,28.28,1.44,2.4,2.4,0.0,48.93,50.00,55.00,43.00,15
EDGW,6.86,0.96,"8,851","23,383",74.64M,45.43,0.15,1.7,1.7,0.0,6.90,6.90,7.30,6.50,2
CERE,1.51,N/A,"378,054","530,333",38.09M,N/A,-1.31,2.4,2.4,0.0,5.00,4.00,9.00,2.00,3
CERN,54.70,0.3,"1,039,089","1,305,860",18.78B,42.73,1.28,2.3,2.3,0.0,58.21,60.00,71.00,31.00,21
NCLH,34.64,N/A,"484,741","885,502",7.11B,102.79,0.34,2.0,2.0,0.0,38.08,37.50,46.00,30.00,12
GENT,57.00,2.11,"96,299","222,370",879.11M,118.50,0.48,2.0,2.0,0.0,67.50,67.50,78.00,57.00,2
NCU,13.00,N/A,"14,875","17,373",0,0,0,0,0,0
TCCO,7.89,1.67,456,"11,203",14.49M,N/A,-0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CERS,6.63,2.39,"384,713","511,060",467.12M,N/A,-0.65,1.6,1.6,0.0,8.40,8.50,9.00,7.50,5
FTGC,29.78,N/A,"52,301","2,822",0,0,0,0,0,0
NCB,14.54,N/A,"5,831","14,575",0,0,0,0,0,0
GENE,1.49,0.24,"30,188","68,164",25.68M,N/A,-0.60,3.0,3.0,0.0,1.50,1.50,1.50,1.50,1
GENC,9.50,0.19,"1,768","12,448",90.41M,13.44,0.71,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
OFED,17.56,0.12,200,"1,549",98.88M,26.25,0.67
IFMI,2.14,0.94,"11,740","33,181",30.58M,N/A,-0.80,N/A,N/A,N/A,0.50,0.50,0.50,0.50,1
SPTN,23.85,0.72,"86,300","141,084",521.69M,20.25,1.18,2.6,2.6,0.0,23.67,21.00,30.00,20.00,3
ECOL,37.02,1.43,"194,585","143,932",685.39M,23.56,1.57,2.3,2.3,0.0,40.00,40.00,40.00,40.00,2
MICT,5.12,12.25,"19,075","15,111",29.85M,31.60,0.16,3.0,3.0,0.0,0.04,0.04,0.04,0.04,1
DNDN,3.08,3.9,"2,405,935","4,258,440",470.48M,N/A,-1.63,3.5,3.5,0.0,3.33,3.00,8.50,0.00,21
AXTI,2.58,1.6,"42,353","84,095",83.53M,N/A,-0.24,2.6,2.6,0.0,2.93,2.50,4.00,2.30,3
IGOV,99.57,508.49M,"65,676","84,930",0,0,0,0,0,0
PDEX,2.43,0.49,"6,142","19,810",8.12M,N/A,-0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBIB,0.95,1.95,"32,314","11,200",11.43M,N/A,-0.80,3.0,3.0,0.0,1.50,1.50,1.50,1.50,1
CLVS,60.48,2.06,"337,805","416,335",1.82B,N/A,-2.81,1.9,1.9,0.0,92.00,92.00,109.00,78.00,6
DLHC,1.53,1.61,"21,012","18,097",14.67M,N/A,-0.02,N/A,N/A,N/A,8.00,8.00,8.00,8.00,1
WOOF,31.51,1.7,"423,838","860,886",2.80B,51.66,0.61,2.5,2.5,0.0,32.86,32.00,38.00,28.00,7
RP,22.47,1.36,"141,023","332,457",1.74B,77.47,0.29,2.3,2.3,0.0,26.00,28.00,30.00,20.00,5
IESC,5.90,3.01,"13,812","18,155",104.93M,N/A,-0.24,N/A,N/A,N/A,6.50,6.50,6.50,6.50,1
MLVF,10.82,0.48,"2,357","10,444",68.93M,N/A,-2.96,3.0,3.0,0.0,12.00,12.00,12.00,12.00,1
GERN,4.88,2.61,"1,350,312","5,809,650",629.36M,N/A,-0.35,2.5,2.5,0.0,9.67,10.00,10.00,9.00,3
TDIV,24.32,248.58M,"152,590","83,124",0,0,0,0,0,0
MOFG,27.27,0.84,"15,503","14,094",230.98M,12.45,2.19,2.8,2.8,0.0,28.83,29.00,30.00,27.50,3
USBI,7.57,0.7,"1,400","5,698",45.60M,11.82,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UNAM,12.95,0.38,"2,932","3,717",69.17M,161.88,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATAI,3.93,1.05,"9,960","11,197",88.82M,18.11,0.22,1.5,1.5,0.0,7.25,7.25,8.00,6.50,2
HBNC,24.91,0.2,"9,932","20,660",214.70M,10.96,2.27,2.3,2.3,0.0,24.00,24.25,24.50,23.00,4
HRT,3.55,1.28,"15,208","12,041",9.60M,N/A,-1.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICLDW,12.10,N/A,"37,591",N/A,0,0,0,0,0,0
EMDI,53.12,5.56M,589,"1,979",0,0,0,0,0,0
TPI,0.85,2.57,"60,503","141,367",24.97M,3.76,0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HBNK,16.35,-0.02,672,"7,795",86.64M,26.46,0.62,3.0,3.0,0.0,17.50,17.50,17.50,17.50,1
ATAX,6.37,0.51,"79,115","244,435",272.46M,16.25,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MFSF,17.48,1.13,"3,597","5,479",124.32M,17.31,1.01,3.0,3.0,0.0,17.50,17.50,18.00,17.00,2
BASI,2.73,2.57,"22,705","54,695",21.03M,30.33,0.09,1.0,1.0,0.0,2.15,2.15,2.15,2.15,1
IDIX,6.27,1.1,"673,016","1,202,430",840.18M,N/A,-0.87,3.1,3.1,0.0,4.04,4.00,6.00,1.50,12
LGCY,28.12,1.06,"110,286","152,617",1.62B,120.69,0.23,2.0,2.0,0.0,30.30,30.00,33.00,27.00,10
SWHC,13.43,2.14,"1,377,571","1,461,270",751.52M,10.50,1.28,2.6,2.6,0.0,13.33,13.00,21.00,10.00,9
RTGN,0.00,N/A,0,N/A,0,0,0,0,0,0
IACI,68.42,0.59,"892,081","1,397,950",5.70B,24.24,2.82,2.4,2.4,0.0,65.13,62.00,85.00,50.00,16
FITBI,25.17,N/A,"97,290","278,668",22.22B,12.55,2.01
LAKE,5.85,0.21,"7,842","10,991",31.33M,N/A,-3.00,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
IVAC,7.71,1.37,"57,637","71,814",185.09M,N/A,-2.54,2.5,2.5,0.0,8.00,8.00,8.00,8.00,1
IVAN,0.68,2.01,"1,237,219","797,560",78.57M,N/A,-0.02,2.5,2.5,0.0,2.02,2.02,3.25,0.80,2
SGYPW,2.15,N/A,0,"1,702",0,0,0,0,0,0
OFLX,20.41,0.25,"2,019","4,849",205.96M,27.10,0.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WFM,56.29,0.65,"2,425,707","2,867,500",20.95B,38.29,1.47,2.3,2.3,0.0,62.35,64.00,70.00,51.00,23
FCFS,62.79,0.68,"115,802","145,629",1.81B,21.52,2.92,2.5,2.5,0.0,62.91,63.00,77.00,55.00,11
HZNP,8.13,2.48,"2,842,747","1,508,130",535.42M,N/A,-1.12,1.8,1.8,0.0,9.60,10.00,10.00,8.00,5
WFD,7.51,1.01,"24,493","51,037",147.07M,24.23,0.31,3.0,3.0,0.0,7.67,7.75,7.75,7.50,3
WTT,2.14,0.99,"17,835","61,413",51.43M,15.29,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHTP,3.50,1.54,"7,226,680","1,515,150",247.68M,N/A,-0.20,1.6,1.6,0.0,5.60,4.00,8.00,4.00,5
BMRN,69.09,0.33,"457,957","1,550,440",9.83B,N/A,-1.26,1.8,1.8,0.0,80.30,82.00,89.00,65.00,20
ZION,29.86,1.9,"1,122,452","2,064,060",5.51B,14.21,2.10,2.9,2.9,0.0,30.21,31.00,34.00,22.00,29
COLB,27.00,1.87,"132,028","209,367",1.38B,23.34,1.16,2.4,2.4,0.0,28.71,29.00,32.00,26.00,7
BMRC,43.25,0.85,"6,460","17,156",234.98M,14.28,3.03,2.8,2.8,0.0,45.50,45.00,47.00,45.00,4
SGMA,8.99,1.46,"46,949","26,232",35.61M,19.93,0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CELGZ,2.99,N/A,"46,550","183,914",0,0,0,0,0,0
DMND,25.27,-0.59,"184,606","318,197",567.94M,N/A,-8.90,2.7,2.7,0.0,21.83,20.50,28.00,18.00,6
GTPPP,65.22,N/A,"1,019","108,143",16.10B,43.11,1.51
SEIC,34.64,1.39,"421,569","573,856",5.91B,21.77,1.59,2.2,2.2,0.0,35.67,37.00,37.00,33.00,3
SGMS,16.88,1.82,"331,416","679,994",1.44B,N/A,-0.61,2.8,2.8,0.0,16.50,18.50,22.00,7.00,4
GFED,11.15,2.26,"4,377","2,213",30.46M,7.23,1.54,N/A,N/A,N/A,30.00,30.00,30.00,30.00,1
SNSS,4.75,2.65,"349,300","199,505",256.41M,N/A,-0.61,1.8,1.8,0.0,9.00,9.00,12.00,6.00,7
PLNR,2.50,0.93,"42,836","71,473",53.56M,N/A,-0.32,3.0,3.0,0.0,2.00,2.00,2.00,2.00,1
HCCI,19.07,0.34,"35,419","26,621",351.23M,224.35,0.09,1.8,1.8,0.0,17.00,17.00,19.00,16.00,5
DRCO,11.47,1.08,"133,658","47,844",119.32M,27.51,0.42,3.0,3.0,0.0,11.17,11.17,11.17,11.17,1
DISCA,88.58,1.25,"813,778","1,137,100",31.53B,32.13,2.76,2.6,2.6,0.0,91.08,92.50,110.00,68.00,26
DISCB,89.75,1.04,606,206,31.95B,32.55,2.76,1.0,1.0,0.0,100.00,100.00,100.00,100.00,1
EVOK,7.88,N/A,"32,480","75,641",48.04M,N/A,-0.53,2.0,2.0,0.0,39.50,39.50,60.00,19.00,2
EVOL,9.88,0.31,"18,491","79,716",113.54M,26.00,0.38,2.0,2.0,0.0,11.50,11.50,12.00,11.00,2
